# pos	patient1-5371622	patient2-5371623	patient3-5371624	patient4-5371625	patient5-5371626	patient6-5371627	patient7-5371628	patient8-5371629	patient9-5371630	patient10-5371631	patient11-5371632	patient12-5371633	patient13-5371634	patient14-5371635	patient15-5371636	patient16-5371637	patient17-5371638	patient18-5371639	patient19-5371640	patient20-5371641	patient21-5371642	patient22-5371643	patient23-5371644	patient24-5371645
4794	3999	3814	750	1036	4	3	1	1	7	11	3	4	3202	2673	746	953	3348	4664	586	1192	3756	5604	721	1899
4795	4040	3832	759	1046	4	3	1	1	7	12	3	4	3202	2673	746	953	3358	4663	584	1191	3756	5606	721	1901
4796	4068	3862	764	1055	4	3	1	1	7	12	3	4	3195	2673	753	955	3355	4669	583	1188	4054	5745	765	1975
4797	3974	3874	756	1051	4	3	1	1	7	12	3	4	3000	2509	741	950	3273	4648	578	1186	4052	5748	767	1979
4798	3956	3875	751	1052	4	3	1	1	7	12	3	4	2988	2507	737	930	3248	4616	573	1184	4052	5774	767	1987
4799	3953	3904	748	1055	4	3	1	1	7	12	3	4	2985	2508	737	930	3241	4619	575	1183	4056	5780	768	1996
4800	3949	3908	751	1052	4	3	1	1	7	12	3	4	2968	2359	733	904	3162	4560	567	1170	4116	5793	769	1999
4801	3924	3912	743	1052	4	3	0	1	7	12	3	4	2940	2327	731	901	3123	4559	541	1156	3993	5707	758	1995
4802	3999	3963	760	1068	4	3	0	1	7	12	2	4	2942	2302	730	915	3167	4577	551	1169	3994	5753	758	2021
4803	3935	4022	759	1078	4	3	0	1	7	12	2	4	2978	2318	752	931	3035	4502	545	1163	4028	5800	767	2053
4804	3912	4004	758	1078	4	3	0	1	6	12	2	4	2953	2316	748	931	3008	4503	544	1167	4044	5800	769	2054
4805	3893	3979	760	1072	4	3	0	1	7	11	2	4	2943	2316	746	931	2950	4415	534	1153	4044	5798	770	2055
4806	3901	3999	761	1078	4	3	0	1	7	11	2	4	2936	2314	743	931	2915	4417	527	1151	4022	5794	771	2054
4807	3906	4001	760	1076	4	3	0	1	7	11	2	4	2930	2313	742	933	2896	4386	520	1140	3966	5762	768	2046
4808	3879	4013	758	1077	4	3	0	1	7	11	2	4	2875	2312	750	955	2746	4342	513	1127	3865	5755	770	2056
4809	3869	4066	757	1084	4	3	0	1	7	11	2	4	2859	2315	748	955	2764	4358	510	1129	3823	5731	764	2059
4810	3860	4066	758	1084	4	3	0	1	7	11	2	4	2852	2315	747	955	2732	4328	497	1127	3842	5729	771	2064
4811	3828	4068	758	1083	4	3	0	1	7	11	2	4	2808	2315	741	955	2686	4300	486	1110	3772	5713	767	2051
4812	3843	4102	761	1091	4	3	0	1	7	11	2	4	2791	2314	741	956	2689	4309	478	1097	3771	5708	762	2048
4813	3821	4112	763	1097	4	3	0	1	7	11	1	3	2742	2314	736	957	2590	4287	475	1096	3677	5629	749	2032
4814	3821	4166	773	1106	4	3	0	1	7	11	1	3	2728	2316	736	958	2582	4253	471	1082	3677	5649	749	2039
4815	3815	4216	773	1114	3	3	0	1	7	11	0	2	2719	2315	736	957	2610	4252	482	1080	3668	5650	731	2022
4816	3825	4227	784	1120	3	3	0	1	6	11	0	2	2712	2316	736	957	2616	4214	487	1069	3688	5645	736	2022
4817	3846	4282	791	1114	3	3	0	0	6	12	0	2	2684	2323	712	961	2573	4193	492	1070	3707	5620	736	2014
4818	3870	4311	791	1110	3	3	0	0	7	12	0	2	2677	2324	712	964	2589	4194	490	1068	3651	5605	725	1996
4819	3831	4288	773	1102	3	3	0	0	7	12	0	2	2659	2311	710	898	2645	4192	497	1070	3744	5621	730	1984
4820	3915	4367	797	1145	3	3	0	0	7	12	0	2	2652	2312	710	904	2667	4193	501	1070	3760	5629	730	1983
4821	3954	4354	809	1153	3	3	0	0	7	12	1	3	2647	2312	710	904	2674	4189	506	1070	3829	5638	742	1978
4822	3955	4344	812	1153	3	3	0	0	7	12	1	3	2647	2310	708	904	2672	4179	503	1058	3831	5588	744	1946
4823	3948	4348	811	1147	3	3	0	0	7	12	1	3	2634	2324	706	908	2566	4187	499	1055	3764	5574	737	1946
4824	3956	4360	811	1150	3	3	0	0	7	12	1	3	2628	2324	706	909	2547	4195	491	1058	3786	5581	743	1945
4825	3953	4393	817	1157	3	3	0	0	7	12	1	3	2628	2324	726	921	2531	4156	461	1037	3841	5562	746	1951
4826	3919	4337	790	1126	3	3	0	0	7	12	1	3	2609	2322	725	921	2481	4077	459	1025	3825	5403	719	1833
4827	3979	4385	794	1130	3	2	0	0	7	13	1	3	2609	2320	686	921	2466	3922	459	976	3909	5282	731	1814
4828	3958	4375	793	1112	3	2	0	0	7	13	1	3	2602	2317	685	922	2404	3875	455	964	3876	5218	727	1794
4829	3999	4405	803	1121	3	2	0	0	7	13	1	3	2600	2396	703	943	2425	3873	463	964	3867	5189	729	1782
4830	4022	4383	789	1109	3	2	0	0	7	13	1	3	2599	2395	660	861	2417	3650	458	907	3842	4923	704	1636
4831	4014	4275	782	1101	2	2	0	0	7	13	1	2	2598	2393	659	863	2424	3658	464	907	3873	4855	702	1566
4832	3973	4249	775	1097	2	2	0	0	7	12	1	2	2832	2387	701	864	2442	3641	460	901	3860	4832	701	1558
4833	3964	4215	769	1089	2	2	0	0	7	13	1	2	2840	2396	707	875	2435	3639	454	887	3851	4811	698	1545
4834	3960	4209	770	1090	2	2	0	0	7	13	1	2	2840	2395	707	875	2440	3651	457	887	3853	4832	698	1546
4835	3976	4214	772	1092	2	2	0	0	7	13	1	2	2845	2391	708	875	2439	3663	459	888	3820	4814	691	1541
4836	3973	4236	775	1096	2	2	0	0	7	13	1	2	2843	2444	708	885	2455	3605	459	880	3818	4814	693	1541
4837	4025	4248	775	1098	2	2	0	0	7	13	1	2	2841	2443	708	885	2479	3573	460	873	3806	4712	695	1527
4838	4016	4172	776	1095	2	2	0	0	7	13	1	2	2827	2376	708	888	2502	3571	464	888	3852	4695	703	1531
4839	4016	4144	775	1089	2	2	0	0	7	14	1	2	2825	2374	708	887	2502	3572	464	890	3874	4711	704	1535
4840	4031	4155	779	1089	2	2	0	0	7	14	1	2	2826	2370	706	884	2484	3517	462	886	3888	4718	708	1533
4841	4034	4181	778	1092	2	2	0	0	7	14	1	2	2827	2369	707	873	2484	3514	463	898	3892	4669	708	1523
4842	4035	4181	778	1085	2	2	0	0	7	14	1	2	2827	2361	706	854	2484	3502	461	896	3870	4654	709	1526
4843	4032	4187	766	1072	2	2	0	0	7	14	1	2	2822	2351	680	825	2485	3501	462	898	3855	4606	703	1508
4844	4026	4208	767	1077	2	3	0	0	7	13	1	2	3012	1929	714	745	2463	3525	462	900	3886	4593	710	1502
4845	4044	4212	761	1066	2	3	0	0	7	13	1	2	3013	1899	714	739	2458	3375	458	865	3877	4517	704	1473
4846	4040	4224	763	1072	2	3	0	0	7	13	1	2	3015	1869	714	731	2473	3342	451	853	3878	4513	705	1471
4847	3979	4112	752	1052	2	3	0	0	7	13	1	2	3021	1869	710	725	2481	3321	449	840	3856	4313	704	1431
4848	3979	4140	753	1064	2	3	0	0	7	13	1	2	3022	1858	720	724	2474	3336	449	841	3894	4301	717	1430
4849	4020	4131	763	1068	2	3	0	0	7	13	1	2	3018	1838	720	721	2568	3366	460	850	3951	4284	728	1436
4850	4032	4194	766	1076	2	3	0	0	7	13	1	2	3025	1839	722	722	2565	3318	462	844	3948	4242	718	1415
4851	4089	4200	773	1078	2	3	0	0	7	14	1	2	3027	1908	722	736	2593	3364	469	855	3960	4258	717	1422
4852	4123	4229	789	1089	2	3	0	0	7	15	1	2	3025	1909	722	730	2632	3429	471	867	3965	4267	717	1427
4853	4172	4280	801	1100	2	3	0	0	8	15	1	2	3026	1922	722	742	2653	3412	475	860	3972	4258	714	1424
4854	4254	4288	818	1108	2	3	0	0	8	15	1	2	3025	1919	721	742	2704	3439	479	870	3979	4281	715	1432
4855	4255	4274	819	1107	2	3	0	0	8	15	1	2	3027	1919	721	742	2716	3456	481	874	4023	4277	716	1416
4856	4258	4279	814	1108	2	3	0	0	8	15	1	2	3027	2002	721	766	2767	3466	489	875	4009	4276	711	1418
4857	4260	4282	815	1109	2	3	0	0	8	15	1	2	3018	2001	720	764	2778	3456	486	874	3967	4247	714	1419
4858	4275	4341	818	1120	2	3	0	0	8	15	1	2	3118	2001	745	767	2785	3492	487	877	3918	4203	700	1408
4859	4319	4401	824	1123	2	3	0	0	8	15	1	2	3115	2005	745	768	2796	3526	491	888	3918	4214	699	1413
4860	4356	4429	833	1132	2	3	0	0	8	15	1	2	3113	2006	744	775	2851	3482	504	870	3971	4097	713	1387
4861	4363	4456	840	1136	2	3	0	0	8	15	2	2	3273	2010	774	782	2858	3528	499	877	3966	4030	711	1377
4862	4360	4495	842	1143	2	3	0	0	8	15	2	1	3272	2057	774	793	2861	3595	499	893	3972	4056	709	1375
4863	4380	4511	842	1145	2	3	0	0	8	15	2	1	3270	2057	774	794	2915	3631	503	906	3973	4075	714	1378
4864	4332	4428	838	1144	2	3	0	0	8	15	2	1	3259	1726	724	728	3055	3645	532	917	3970	3923	717	1345
4865	4311	4440	835	1145	2	3	0	0	8	15	2	1	3227	1695	720	730	3034	3665	535	928	3942	3921	709	1343
4866	4325	4520	844	1158	2	4	0	0	8	15	2	1	3226	1696	720	686	3096	3798	547	951	3967	3937	718	1334
4867	4365	4539	856	1169	2	4	0	0	8	15	2	1	3123	1697	701	686	3115	3777	550	952	3954	3970	709	1327
4868	4382	4555	854	1170	2	4	0	0	8	15	2	1	3105	1703	698	687	3081	3799	547	949	3914	3890	703	1336
4869	4377	4559	856	1172	2	4	0	0	8	15	2	1	3100	1703	696	688	3065	3733	544	940	3887	3887	700	1336
4870	4397	4580	856	1187	2	5	0	0	8	15	2	1	3092	1707	693	687	3042	3753	540	941	3883	3752	717	1325
4871	4413	4575	861	1190	2	5	0	0	8	15	2	1	3062	1709	660	688	3081	3769	547	949	3862	3747	715	1324
4872	4418	4592	861	1201	2	5	0	0	8	15	2	1	3060	1721	659	669	3096	3795	553	960	3873	3753	715	1326
4873	4451	4634	868	1207	2	5	0	0	8	15	2	1	3050	1722	655	669	3133	3830	559	959	3890	3799	716	1340
4874	4453	4655	868	1218	2	5	0	0	8	15	2	1	3039	1730	653	672	3132	3867	562	955	3850	3781	712	1338
4875	4474	4658	875	1222	2	5	0	0	8	15	2	1	3039	1728	650	672	3175	3880	566	955	3849	3755	710	1330
4876	4477	4683	880	1224	2	5	0	0	8	15	2	1	3022	1729	594	672	3199	3927	567	967	3832	3751	709	1332
4877	4507	4697	881	1224	2	5	0	0	7	15	2	1	3003	1773	593	683	3234	3968	573	972	3845	3622	716	1302
4878	4457	4644	880	1211	2	5	0	0	7	15	2	1	2995	1807	591	624	3231	3927	574	958	3804	3584	709	1298
4879	4501	4680	891	1227	2	5	0	0	8	15	2	1	2991	1820	599	635	3244	3959	573	979	3808	3604	712	1300
4880	4458	4682	885	1226	2	5	0	0	8	15	2	1	2981	1822	598	627	3241	3947	573	979	3776	3530	704	1284
4881	4487	4726	888	1230	2	5	0	0	8	15	2	1	2970	1822	597	633	3264	4126	575	984	3720	3507	692	1275
4882	4540	4746	894	1229	2	5	0	0	8	15	2	1	2958	1823	597	634	3314	4206	585	988	3723	3542	697	1292
4883	4571	4758	896	1240	2	5	0	0	9	15	2	1	2947	1825	595	637	3313	4234	583	995	3784	3545	702	1297
4884	4676	4785	916	1243	2	5	0	0	9	15	2	1	2923	1832	593	641	3373	4317	591	1007	3823	3545	710	1291
4885	4715	4808	916	1236	3	6	0	0	9	13	2	1	2910	1874	590	655	3410	4437	594	1024	3865	3509	717	1287
4886	4789	4845	930	1255	3	6	0	0	9	13	2	1	2884	1861	562	631	3487	4513	612	1070	3861	3507	720	1303
4887	4779	4854	934	1260	3	6	0	0	9	13	2	1	2852	1867	559	639	3497	4557	614	1081	3909	3516	732	1310
4888	4781	4876	933	1261	3	6	0	0	9	13	2	1	2841	1879	557	648	3507	4598	617	1092	3966	3556	733	1320
4889	4789	4896	940	1276	3	6	0	0	9	13	2	1	2702	1880	538	652	3511	4598	617	1117	3969	3527	732	1316
4890	4761	4878	944	1277	3	6	0	0	9	13	2	1	2678	1962	535	712	3522	4634	620	1126	3940	3545	733	1329
4891	4758	4840	949	1265	3	6	0	0	9	13	2	1	2676	1963	534	721	3580	4713	632	1137	3939	3550	732	1337
4892	4769	4870	953	1272	3	6	0	0	9	13	2	1	2673	1963	533	722	3579	4736	630	1144	3991	3609	750	1358
4893	4778	4874	955	1273	3	6	0	0	9	14	2	1	2611	1977	530	729	3568	4791	628	1151	3970	3610	748	1358
4894	4743	4853	951	1270	3	6	0	0	9	14	2	1	2560	1975	521	727	3577	4773	630	1149	4015	3577	756	1357
4895	4729	4849	947	1272	3	6	0	0	9	14	2	1	2708	1990	557	737	3602	4830	631	1150	4089	3568	770	1360
4896	4683	4833	947	1270	3	6	0	0	9	13	2	1	2651	1994	553	735	3586	4821	627	1151	4075	3563	767	1354
4897	4680	4843	948	1271	3	6	0	0	9	13	2	1	2651	1993	550	736	3588	4829	629	1152	4115	3552	777	1356
4898	4663	4842	952	1279	3	6	0	0	9	13	2	1	2567	1992	545	737	3580	4801	628	1156	4200	3477	788	1347
4899	4660	4845	952	1280	4	7	0	0	9	13	2	1	2554	1989	543	738	3611	4829	634	1158	4207	3475	788	1347
4900	4655	4849	951	1288	4	7	0	0	9	13	2	1	2410	1551	526	673	3686	4859	646	1171	4243	3477	797	1363
4901	4713	4853	969	1291	4	7	0	0	9	13	2	1	2408	1558	525	675	3728	4905	659	1189	4303	3489	813	1369
4902	4729	4841	978	1287	4	7	0	0	10	13	2	1	2406	1557	520	675	3747	4919	660	1191	4301	3463	833	1368
4903	4726	4851	979	1297	4	7	0	0	10	13	2	1	2402	1557	519	675	3776	4952	674	1204	4318	3428	832	1362
4904	4751	4872	987	1296	4	7	0	0	10	13	2	1	2387	1557	517	677	3770	4977	676	1205	4375	3424	844	1361
4905	4782	4865	995	1296	4	7	0	0	10	13	2	1	2382	1554	512	679	3769	4976	674	1208	4407	3459	849	1371
4906	4793	4898	1000	1305	4	7	0	0	10	14	2	1	2376	1568	510	692	3787	5029	683	1214	4421	3475	851	1376
4907	4828	4921	1017	1316	4	7	0	0	11	15	2	1	2369	1568	507	695	3769	5046	681	1213	4479	3521	858	1389
4908	4864	4919	1035	1323	4	7	0	0	11	15	2	1	2554	1573	554	712	3772	5028	685	1214	4484	3519	859	1386
4909	4874	4956	1042	1339	4	7	0	0	11	15	3	2	2549	1588	553	718	3873	5099	702	1232	4541	3537	867	1389
4910	4872	4966	1044	1348	4	7	0	0	11	15	3	2	2547	1585	551	717	3873	5076	709	1237	4543	3561	872	1399
4911	4897	4948	1046	1340	4	7	0	0	11	15	3	2	2466	1582	538	714	3897	5078	713	1236	4546	3488	874	1385
4912	4906	4971	1046	1346	4	7	0	0	11	15	3	2	2460	1582	538	712	3913	5094	720	1241	4523	3453	878	1380
4913	4907	5015	1047	1346	4	7	0	0	11	15	3	2	2456	1633	537	720	3942	5132	722	1243	4567	3434	886	1377
4914	4901	5013	1046	1344	4	7	0	0	11	15	3	2	2451	1643	537	724	3946	5152	723	1246	4594	3440	893	1381
4915	4889	5010	1054	1357	4	7	0	0	11	15	3	2	2445	1644	528	740	3953	5182	722	1252	4578	3439	895	1383
4916	4927	5051	1066	1368	4	7	0	0	11	16	3	2	2442	1640	582	741	3984	5197	731	1261	4707	3452	914	1381
4917	4930	5049	1076	1383	4	7	0	0	11	16	3	2	2435	1618	581	741	4033	5204	738	1265	4811	3463	943	1390
4918	4926	5057	1076	1386	4	7	0	0	11	16	3	2	2425	1539	581	737	4055	5205	739	1263	4811	3481	941	1391
4919	4921	5080	1074	1388	4	7	0	0	11	16	3	2	2424	1539	580	737	4055	5178	740	1262	4814	3476	942	1390
4920	4934	5111	1076	1390	4	7	0	0	11	16	3	2	2418	1541	578	739	4047	5182	743	1262	4804	3485	941	1393
4921	4999	5115	1092	1397	4	7	0	0	11	15	3	2	2418	1539	578	738	4073	5184	750	1264	4840	3483	952	1391
4922	5024	5131	1097	1409	4	7	0	0	11	15	3	2	2396	1495	578	729	4095	5194	754	1278	4842	3503	952	1403
4923	5034	5151	1102	1411	4	7	0	0	11	15	3	2	2391	1495	575	729	4130	5241	762	1279	4850	3518	951	1404
4924	5067	5164	1111	1417	4	7	0	0	11	15	3	2	2389	1494	575	729	4133	5230	762	1274	4851	3553	951	1412
4925	5083	5181	1117	1417	4	7	0	0	11	15	3	2	2372	1495	564	718	4142	5237	760	1275	4878	3593	957	1421
4926	5066	5158	1121	1424	3	7	0	0	11	15	3	2	2362	1476	562	717	4177	5239	765	1280	4919	3572	975	1435
4927	5080	5233	1122	1442	3	7	0	0	11	15	3	2	2357	1471	559	718	4182	5254	766	1283	5024	3511	992	1426
4928	5196	5308	1145	1462	3	7	0	0	11	16	3	2	2350	1519	557	723	4211	5278	773	1281	5105	3568	1016	1450
4929	5218	5328	1154	1480	3	7	0	0	11	16	3	2	2332	1516	575	722	4203	5279	775	1288	5182	3592	1028	1457
4930	5261	5550	1161	1511	3	7	0	0	11	16	3	2	2324	1541	574	732	4212	5385	775	1306	5261	3725	1037	1506
4931	5250	5587	1166	1518	3	7	0	0	11	16	3	2	2310	1539	573	737	4219	5365	783	1315	5268	3780	1037	1525
4932	5350	5814	1180	1545	3	7	0	0	11	16	3	2	2307	1567	573	744	4341	5529	801	1336	5307	3891	1037	1559
4933	5426	5912	1197	1570	3	7	0	0	11	16	3	2	2298	1558	573	740	4360	5486	814	1332	5464	3948	1073	1567
4934	5490	6048	1208	1598	3	7	0	0	11	17	3	2	2293	1886	572	801	4395	5594	824	1352	5863	4809	1095	1667
4935	5530	6120	1217	1616	3	7	0	0	11	17	3	2	2229	1923	566	802	4409	5645	830	1363	5945	5048	1102	1707
4936	5602	6274	1234	1648	3	7	0	0	11	17	3	2	2289	1924	572	802	4458	5674	841	1373	5983	5320	1102	1768
4937	5747	6417	1266	1686	3	7	1	1	11	16	3	2	2266	1841	567	789	4450	5685	850	1388	6042	5359	1115	1780
4938	5766	6462	1273	1699	3	7	1	1	11	16	3	3	2258	1832	566	785	4460	5680	860	1399	6053	5415	1123	1792
4939	5900	6576	1337	1761	3	7	1	1	11	16	3	3	2256	1947	565	803	4522	5725	882	1419	6188	5545	1169	1840
4940	5967	6779	1354	1818	3	7	1	1	11	16	3	3	2211	1940	555	791	4489	5748	884	1425	6335	5980	1184	1906
4941	5998	6793	1355	1819	3	7	1	1	11	16	3	3	2091	1886	542	768	4478	5744	883	1428	6549	6178	1226	1953
4942	6043	6836	1372	1831	3	7	1	1	11	16	3	3	2078	1889	536	768	4491	5772	888	1433	6620	6379	1245	1991
4943	6103	6875	1381	1837	3	7	1	1	11	16	3	3	2067	1942	530	782	4491	5765	887	1429	6626	6453	1250	2000
4944	6144	6918	1396	1866	3	7	1	1	12	16	3	3	2066	2072	526	805	4528	5784	888	1429	6719	6471	1268	2004
4945	6180	6935	1405	1897	3	7	1	1	12	16	3	3	2066	2074	507	800	4535	5787	891	1429	6763	6516	1287	2031
4946	6218	7136	1409	1917	3	7	1	1	12	16	3	3	2058	2078	507	800	4537	5799	892	1432	6827	6719	1290	2061
4947	6237	7291	1423	1962	3	7	1	1	12	16	3	3	2049	2080	507	794	4536	5814	893	1436	6876	6877	1296	2088
4948	6291	7386	1432	1974	3	7	1	1	12	16	3	3	1992	2081	504	779	4535	5821	894	1434	6949	6969	1313	2107
4949	6309	7434	1436	1982	3	7	1	1	12	16	3	3	2030	2081	515	780	4553	5821	909	1434	6983	6975	1323	2115
4950	6297	7440	1433	1982	3	7	1	1	12	16	3	3	2018	2078	515	778	4543	5778	905	1420	7088	7079	1337	2121
4951	6303	7499	1433	2000	3	7	1	1	12	16	3	3	2002	2080	516	778	4547	5800	896	1413	7117	7097	1347	2126
4952	6312	7572	1440	2007	3	7	1	1	12	16	3	3	1996	2080	517	778	4526	5810	896	1433	7198	7254	1359	2137
4953	6345	7615	1445	2005	3	7	1	1	12	16	3	3	2013	2081	518	778	4527	5790	899	1431	7210	7254	1364	2133
4954	6370	7637	1449	2003	3	7	1	1	12	16	3	3	2008	2081	519	778	4541	5720	910	1417	7214	7236	1357	2129
4955	6365	7603	1440	1999	3	6	1	1	13	16	3	3	2004	2081	510	781	4536	5498	920	1375	7329	7338	1378	2177
4956	6361	7593	1438	1995	3	6	1	1	13	16	3	3	1994	2084	508	778	4509	5412	919	1370	7331	7310	1379	2174
4957	6359	7704	1424	1996	3	6	1	1	13	16	3	3	1990	2151	498	763	4512	5508	921	1369	7334	7348	1383	2179
4958	6367	7720	1429	2021	3	6	1	1	13	16	3	3	1987	2151	504	771	4510	5511	925	1372	7339	7355	1390	2192
4959	6358	7713	1435	2021	3	6	1	1	13	16	3	3	1980	2150	504	771	4502	5461	927	1368	7371	7392	1398	2201
4960	6354	7679	1435	2021	2	6	1	1	13	15	3	3	1968	2149	498	762	4494	5448	926	1359	7345	7367	1393	2196
4961	6428	7719	1449	2027	2	6	1	1	13	15	3	3	1960	2196	497	760	4507	5475	931	1363	7440	7460	1415	2216
4962	6457	7730	1452	2033	2	6	1	1	13	15	3	3	1952	2196	498	761	4495	5463	927	1362	7486	7518	1418	2222
4963	6507	7796	1475	2053	2	6	1	1	13	15	3	3	1945	2196	488	756	4521	5474	931	1364	7637	7593	1446	2238
4964	6532	7814	1477	2061	2	6	1	1	13	15	3	3	1940	2197	488	756	4514	5465	933	1361	7612	7581	1442	2234
4965	6579	7858	1488	2060	2	6	1	1	13	15	3	3	1934	2197	488	756	4535	5436	938	1360	7666	7630	1471	2240
4966	6598	7884	1499	2077	2	6	1	1	13	15	3	3	1920	2178	488	749	4531	5399	934	1350	7661	7626	1467	2234
4967	6616	7919	1506	2065	2	6	1	1	13	16	3	3	2097	2135	530	739	4544	5322	943	1353	7662	7620	1499	2279
4968	6740	8044	1526	2134	2	6	1	1	13	16	3	3	2099	2120	531	738	4559	5343	947	1357	7750	7712	1526	2304
4969	6792	8090	1543	2126	2	6	1	1	14	17	3	3	2067	2070	531	729	4561	5340	951	1354	7717	7691	1527	2299
4970	6824	8140	1552	2126	2	6	1	1	14	17	3	3	2055	2276	532	757	4578	5304	955	1347	7698	7691	1527	2298
4971	6852	8170	1558	2131	3	6	1	1	14	17	3	3	2051	2278	532	758	4600	5302	957	1348	7693	7683	1528	2297
4972	6893	8221	1564	2139	3	6	1	1	14	17	3	3	2116	2353	546	777	4597	5314	964	1355	7685	7669	1526	2291
4973	6920	8214	1581	2143	3	6	1	1	14	17	3	3	2085	2347	545	773	4601	5252	978	1351	7693	7702	1527	2298
4974	6951	8299	1584	2150	3	6	1	1	15	17	3	3	2064	2359	539	776	4602	5248	973	1345	7680	7744	1528	2283
4975	6972	8300	1584	2148	3	6	1	1	15	17	3	3	2005	2365	539	779	4606	5256	980	1361	7648	7718	1512	2272
4976	7076	8392	1610	2171	4	7	1	1	15	17	3	3	2003	2367	539	781	4630	5293	990	1377	7668	7705	1534	2281
4977	7255	8586	1652	2217	4	7	1	1	15	17	3	3	2186	2556	575	796	4671	5303	1005	1389	7738	7785	1546	2293
4978	7307	8670	1664	2237	4	7	1	1	14	17	3	3	2144	2549	571	795	4676	5257	1016	1389	7861	7845	1584	2316
4979	7318	8683	1661	2238	4	7	1	1	14	17	3	3	2205	2549	591	795	4672	5256	1012	1385	8062	8081	1608	2345
4980	7347	8726	1665	2239	4	7	1	1	14	17	3	3	2168	2549	589	795	4698	5243	1013	1370	8075	8052	1614	2318
4981	7381	8746	1664	2237	4	7	1	1	14	17	3	3	2141	2547	573	790	4738	5270	1019	1383	8131	8089	1637	2322
4982	7434	8795	1673	2247	4	7	1	1	14	17	3	3	2146	2550	574	790	4730	5266	1031	1401	8133	8079	1643	2313
4983	7432	8784	1683	2254	4	7	1	1	14	17	3	3	2145	2550	574	790	4778	5274	1042	1409	8219	8083	1678	2337
4984	7434	8791	1686	2264	4	7	1	1	14	17	3	3	2144	2568	574	793	4804	5299	1047	1421	8285	8111	1692	2373
4985	7462	8817	1691	2264	6	7	2	2	14	17	3	3	2213	2652	580	810	4825	5371	1052	1422	8287	8153	1704	2383
4986	7456	8803	1694	2268	6	7	2	2	14	16	3	3	2215	2654	580	811	4827	5419	1051	1429	8281	8121	1705	2364
4987	7436	8753	1698	2257	7	8	2	2	14	15	3	3	2209	2656	580	852	4831	5399	1064	1425	8284	8121	1704	2359
4988	7459	8677	1703	2238	7	8	2	2	14	15	2	2	2219	2834	587	894	4820	5371	1066	1416	8347	8181	1709	2319
4989	7439	8595	1698	2223	7	8	2	2	14	15	2	2	2220	2838	587	896	4799	5217	1068	1388	8316	8166	1709	2309
4990	7443	8604	1703	2229	7	8	2	2	13	15	2	2	2223	2847	588	896	4837	5233	1068	1391	8301	8177	1708	2309
4991	7461	8643	1717	2258	7	8	2	2	13	15	2	2	2225	2917	589	907	4861	5265	1072	1430	8324	8215	1717	2352
4992	7544	8699	1749	2266	7	8	2	2	13	15	2	2	2225	2917	589	898	4868	5289	1073	1429	8406	8301	1752	2353
4993	7548	8689	1751	2273	7	8	2	2	13	15	2	2	2224	2927	589	899	4872	5279	1072	1427	8418	8342	1757	2358
4994	7575	8708	1776	2293	7	8	2	2	13	15	2	2	2222	2932	589	900	4899	5365	1078	1444	8456	8416	1757	2374
4995	7589	8727	1775	2304	7	8	2	2	13	15	2	2	2223	2935	590	900	4896	5368	1075	1445	8429	8427	1761	2384
4996	7641	8776	1791	2322	7	8	2	2	13	15	2	2	2224	2936	590	901	4922	5412	1081	1462	8464	8422	1769	2379
4997	7643	8773	1789	2314	7	8	2	2	13	15	2	2	2226	3004	590	918	4924	5434	1080	1459	8460	8449	1773	2376
4998	7656	8779	1799	2329	8	8	2	2	13	15	2	2	2246	3014	590	919	4932	5487	1082	1470	8529	8514	1786	2382
4999	7673	8849	1808	2344	8	8	2	2	13	15	2	2	2301	3019	595	923	4941	5520	1086	1476	8530	8518	1789	2384
5000	7687	8904	1807	2356	8	8	2	2	13	15	2	2	2303	3022	595	924	4950	5550	1084	1481	8530	8527	1793	2387
5001	7677	8910	1806	2360	8	8	2	2	12	15	2	2	2428	3022	619	925	4945	5547	1084	1484	8518	8550	1797	2414
5002	7679	8907	1808	2410	8	8	2	2	11	15	2	2	2444	3023	625	962	4968	5535	1089	1499	8510	8536	1805	2455
5003	7779	8961	1869	2426	8	8	2	2	12	15	2	2	2620	3227	663	963	5012	5550	1105	1516	8647	8605	1852	2462
5004	7777	8952	1875	2442	8	8	2	2	12	15	2	2	2629	3229	663	963	5061	5554	1109	1536	8685	8669	1872	2486
5005	7771	9027	1877	2456	8	8	2	2	12	15	2	2	2632	3229	663	963	5067	5696	1109	1546	8684	8675	1887	2486
5006	7804	9075	1891	2461	8	8	2	2	12	15	2	2	2638	3230	664	963	5097	5746	1117	1545	8700	8747	1889	2501
5007	7777	9065	1887	2457	8	8	2	2	12	15	2	2	2639	3233	665	963	5093	5759	1118	1546	8688	8759	1888	2499
5008	7766	9065	1896	2467	8	8	2	2	11	15	2	2	2677	3234	644	963	5107	5784	1118	1554	8688	8752	1891	2490
5009	7779	9072	1917	2516	8	8	2	2	11	15	2	2	2704	3235	649	982	5113	5786	1119	1553	8690	8754	1888	2496
5010	7789	9157	1922	2526	8	8	2	2	11	15	2	2	2805	3357	668	973	5110	5768	1115	1558	8701	8809	1896	2490
5011	7782	9159	1916	2527	8	8	2	2	11	15	2	2	2813	3359	671	973	5130	5792	1114	1563	8707	8804	1906	2491
5012	7790	9161	1922	2564	8	8	2	2	11	15	2	2	2945	3360	692	970	5135	5799	1114	1602	8729	8856	1908	2520
